name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Passive Bidding	0	100	1	1	1			4	1	0	1	2000		aa3	414	rld	aa3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	ncbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Traps Bidding	0	100	1	1	1			4	1	0	1	2000		aa4	415	rld	aa4	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	atbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Martial Arts Bidding	0	100	1	1	1			4	1	0	1	2000		aa5	416	rld	aa5	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	ambi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shadow Bidding	0	100	1	1	1			4	1	0	1	2000		aa6	417	rld	aa6	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	asbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Combat Bidding	0	100	1	1	1			4	1	0	1	2000		aa7	418	rld	aa7	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	bcbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mastery Bidding	0	100	1	1	1			4	1	0	1	2000		aa8	419	rld	aa8	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	bmbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Warcry Bidding	0	100	1	1	1			4	1	0	1	2000		aa9	420	rld	aa9	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	bwbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elemental Bidding	0	100	1	1	1			4	1	0	1	2000		ac1	421	rld	ac1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	pcbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Summon Bidding	0	100	1	1	1			4	1	0	1	2000		ac2	422	rld	ac2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	pdbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shapeshifter Bidding	0	100	1	1	1			4	1	0	1	2000		ac3	423	rld	ac3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	pobi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Summon Bidding	0	100	1	1	1			4	1	0	1	2000		ac4	424	rld	ac4	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	sfbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Bone Bidding	0	100	1	1	1			4	1	0	1	2000		ac5	425	rld	ac5	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	slbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Curse Bidding	0	100	1	1	1			4	1	0	1	2000		ac6	426	rld	ac6	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	scbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Combat Bidding	0	100	1	1	1			4	1	0	1	2000		ac7	427	rld	ac7	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	debi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Defensive Bidding	0	100	1	1	1			4	1	0	1	2000		ac8	428	rld	ac8	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dsbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Offensive Bidding	0	100	1	1	1			4	1	0	1	2000		ac9	429	rld	ac9	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	dhbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fire Bidding	0	100	1	1	1			4	1	0	1	2000		ad1	430	rld	ad1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	ajbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lightning Bidding	0	100	1	1	1			4	1	0	1	2000		ad2	431	rld	ad2	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	abbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cold Bidding	0	100	1	1	1			4	1	0	1	2000		ad3	432	rld	ad3	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	apbi		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
