description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Shield + Glyph -> Random Rare	1			100	16	361	10		3	"shld,nos"	glx	gpr					"usetype,rar"		100	100	corruption	100		21	21																																																																															0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	11		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	ac%	100		50	80	indestruct	100		1	1											glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	12		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	regen	100		25	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	13		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	block	100		5	10	block2	100		10	25											glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	14		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	res-fire-max	100		2	2	res-cold-max	100		2	2	res-ltng-max	100		2	2						glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	15		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	res-all	100		20	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	16		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	balance2	100		20	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	17		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	nofreeze	100		1	1																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	18		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	red-dmg%	100		5	10																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	19		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	res-pois-len	100		50	50																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	20		3	"shld,nos"	glx	gpr					useitem				corruption	100		21	21	allskills	100		1	1																glr																													glr																													0
SHIELD - W SOCKETS - MAGIC AND UP COMBAT RECIPE	0																																																																																																							0
Shield Corruption Tracker	1			100	16	361	0		3	"shld,sock"	glx	gpr					useitem				corruption	100		1	20																					glx																													gpr																													0
Shield + Glyph -> Random Rare	1			100	16	361	5		3	"shld,sock"	glx	gpr					"usetype,rar"		100	100	corruption	100		21	21																																																																															0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	6		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	ac%	100		50	80	indestruct	100		1	1											glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	8		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	regen	100		25	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	10		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	block	100		5	10	block2	100		10	25											glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	12		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	res-fire-max	100		2	2	res-cold-max	100		2	2	res-ltng-max	100		2	2						glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	14		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	res-all	100		20	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	16		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	balance2	100		20	30																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	17		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	nofreeze	100		1	1																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	18		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	red-dmg%	100		5	10																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	19		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	res-pois-len	100		50	50																glr																													glr																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	20		3	"shld,sock"	glx	gpr					useitem				corruption	100		21	21	allskills	100		1	1																glr																													glr																													0
SHIELD - NO SOCKETS - MAGIC AND UP CASTER RECIPE	0																																																																																																							0
Shield Corruption Tracker	1			100	16	361	0		3	"shld,nos"	glx	gpb					useitem				corruption	100		1	20																					glx																													gpb																													0
Shield + Glyph -> Corrupted Shield With Sockets	1			100	16	361	5		3	"shld,nos"	glx	gpb					useitem				sock	100		1	6	corruption	100		21	21																glb																													glb																													0
Shield + Glyph -> Random Rare	1			100	16	361	10		3	"shld,nos"	glx	gpb					"usetype,rar"		100	100	corruption	100		21	21																																																																															0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	11		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	ac%	100		50	80	indestruct	100		1	1											glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	12		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	regen	100		25	30																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	13		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	block	100		5	10	block2	100		10	25											glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	14		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	res-fire-max	100		2	2	res-cold-max	100		2	2	res-ltng-max	100		2	2						glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	15		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	res-all	100		20	30																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	16		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	balance2	100		20	30																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	17		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	nofreeze	100		1	1																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	18		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	red-dmg%	100		5	10																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	19		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	res-pois-len	100		50	50																glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	20		3	"shld,nos"	glx	gpb					useitem				corruption	100		21	21	allskills	100		1	1																glb																													glb																													0
SHIELD - W SOCKETS - MAGIC AND UP CASTER RECIPE	0																																																																																																							0
Shield Corruption Tracker	1			100	16	361	0		3	"shld,sock"	glx	gpb					useitem				corruption	100		1	20																					glx																													gpb																													0
Shield + Glyph -> Random Rare	1			100	16	361	5		3	"shld,sock"	glx	gpb					"usetype,rar"		100	100	corruption	100		21	21																																																																															0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	6		3	"shld,sock"	glx	gpb					useitem				corruption	100		21	21	ac%	100		50	80	indestruct	100		1	1											glb																													glb																													0
Shield + Glyph -> Corrupted Shield With Useful Stat	1			100	16	361	8		3	"shld,sock"	glx	gpb					useitem				corruption	100		21	21	regen	100		25	30																glb																													glb																													0
